feature_name,feature_id,attraction_id,match_type,image_count,missing_image_count,status
"وادي زقار","436","","unmatched","0","0","no_attraction_record"
"وادي زمزم","437","","unmatched","0","0","no_attraction_record"
"وادي زوانة","438","","unmatched","0","0","no_attraction_record"
"وادي ساسو","439","","unmatched","0","0","no_attraction_record"
"وادي سالموس","440","","unmatched","0","0","no_attraction_record"
"وادي سلطان","441","","unmatched","0","0","no_attraction_record"
"وادي سلفوفيت","442","","unmatched","0","0","no_attraction_record"
"وادي سملوس","443","","unmatched","0","0","no_attraction_record"
"وادي سوامة","444","","unmatched","0","0","no_attraction_record"
"وادي سواني","445","","unmatched","0","0","no_attraction_record"
"وادي سوف الجين","446","","unmatched","0","0","no_attraction_record"
"وادي سوف الجين","447","","unmatched","0","0","no_attraction_record"
"وادي سوف الجين","448","","unmatched","0","0","no_attraction_record"
"وادي سوق الخميس","449","","unmatched","0","0","no_attraction_record"
"وادي سيدي بنور","450","","unmatched","0","0","no_attraction_record"
"وادي سيدي عامر","451","","unmatched","0","0","no_attraction_record"
"وادي سيدي عون","452","","unmatched","0","0","no_attraction_record"
"وادي سيندار","453","","unmatched","0","0","no_attraction_record"
"وادي شطيب الحقفة","454","","unmatched","0","0","no_attraction_record"
"وادي شعبة الطريق","455","","unmatched","0","0","no_attraction_record"
"وادي شماس","456","","unmatched","0","0","no_attraction_record"
"وادي طرطقو","457","","unmatched","0","0","no_attraction_record"
"وادي عبدالملك","458","","unmatched","0","0","no_attraction_record"
"وادي عياد","459","","unmatched","0","0","no_attraction_record"
"وادي عين احباتر","460","","unmatched","0","0","no_attraction_record"
"وادي عين حباتر","461","","unmatched","0","0","no_attraction_record"
"وادي غان","462","","unmatched","0","0","no_attraction_record"
"وادي غاني الكبير","463","","unmatched","0","0","no_attraction_record"
"وادي غبين","464","","unmatched","0","0","no_attraction_record"
"وادي غبين","465","","unmatched","0","0","no_attraction_record"
"وادي غرغار","466","","unmatched","0","0","no_attraction_record"
"وادي غرغار","467","","unmatched","0","0","no_attraction_record"
"وادي غلاشم","468","","unmatched","0","0","no_attraction_record"
"وادي غلبون","469","","unmatched","0","0","no_attraction_record"
"وادي فاسات","470","","unmatched","0","0","no_attraction_record"
"وادي فدراج","471","","unmatched","0","0","no_attraction_record"
"وادي فدراج","472","","unmatched","0","0","no_attraction_record"
"وادي فرس","473","","unmatched","0","0","no_attraction_record"
"وادي فروة","474","","unmatched","0","0","no_attraction_record"
"وادي قابس","475","","unmatched","0","0","no_attraction_record"
"وادي قدرون","476","","unmatched","0","0","no_attraction_record"
"وادي قرا","477","","unmatched","0","0","no_attraction_record"
"وادي قرزة","478","","unmatched","0","0","no_attraction_record"
"وادي قرماط","479","","unmatched","0","0","no_attraction_record"
"وادي كحيلة","480","","unmatched","0","0","no_attraction_record"
"وادي كرسة","481","","unmatched","0","0","no_attraction_record"
"وادي كعب","482","","unmatched","0","0","no_attraction_record"
"وادي كودجات","483","","unmatched","0","0","no_attraction_record"
"وادي كيسان","484","","unmatched","0","0","no_attraction_record"
"وادي لامين","485","","unmatched","0","0","no_attraction_record"
"وادي لبدة","486","","unmatched","0","0","no_attraction_record"
"وادي لهيرا","487","","unmatched","0","0","no_attraction_record"
"وادي لوعير","488","","unmatched","0","0","no_attraction_record"
"وادي ماجر","489","","unmatched","0","0","no_attraction_record"
"وادي ماكيات","490","","unmatched","0","0","no_attraction_record"
"وادي متخندوش","491","","unmatched","0","0","no_attraction_record"
"وادي مرقس","492","","unmatched","0","0","no_attraction_record"
"وادي مرقس أو وادي الشواعر","493","","unmatched","0","0","no_attraction_record"
"وادي مسلقون","494","","unmatched","0","0","no_attraction_record"
"وادي مسوجي","495","","unmatched","0","0","no_attraction_record"
"وادي مسوجي","496","","unmatched","0","0","no_attraction_record"
"وادي مقدال","497","","unmatched","0","0","no_attraction_record"
"وادي مقيونس","498","","unmatched","0","0","no_attraction_record"
"وادي ملجة","499","","unmatched","0","0","no_attraction_record"
"وادي ملجة","500","","unmatched","0","0","no_attraction_record"
"وادي منصور","501","","unmatched","0","0","no_attraction_record"
"وادي منصور","502","","unmatched","0","0","no_attraction_record"
"وادي منصور","503","","unmatched","0","0","no_attraction_record"
"وادي منصور","504","","unmatched","0","0","no_attraction_record"
"وادي ميسكنان","505","","unmatched","0","0","no_attraction_record"
"وادي ميسكنان","506","","unmatched","0","0","no_attraction_record"
"وادي ميغدت","507","","unmatched","0","0","no_attraction_record"
"وادي ميمون","508","","unmatched","0","0","no_attraction_record"
"وادي ميمون","509","","unmatched","0","0","no_attraction_record"
"وادي نالوت","510","","unmatched","0","0","no_attraction_record"
"وادي نفد","511","","unmatched","0","0","no_attraction_record"
"وادي نينا","512","","unmatched","0","0","no_attraction_record"
"وادي وامس","513","","unmatched","0","0","no_attraction_record"
"وادي وان أرماس","514","","unmatched","0","0","no_attraction_record"
"وادي وان افودا","515","","unmatched","0","0","no_attraction_record"
"وادي وديان لطرش","516","","unmatched","0","0","no_attraction_record"
"وداي برحى","517","","unmatched","0","0","no_attraction_record"
"أم المخالي أو اللبادية - بحيرة الغارق","518","","unmatched","0","0","no_attraction_record"
"البحيرة الكبيرة","519","","unmatched","0","0","no_attraction_record"
"العين ( بحيرة شديدة الملوحة )","520","","unmatched","0","0","no_attraction_record"
"بحيرات العامرة","521","","unmatched","0","0","no_attraction_record"
"بحيرات المحروقة","522","","unmatched","0","0","no_attraction_record"
"بحيرات برقن","523","","unmatched","0","0","no_attraction_record"
"بحيرات برقن","524","","unmatched","0","0","no_attraction_record"
"بحيرات زلة","525","","unmatched","0","0","no_attraction_record"
"بحيرة","526","","unmatched","0","0","no_attraction_record"
"بحيرة أجراجير","527","","unmatched","0","0","no_attraction_record"
"بحيرة أم الحصان","528","","unmatched","0","0","no_attraction_record"
"بحيرة أم الماء","529","LTA-FEAT-015","exact","2","0","linked"
"بحيرة أم الماء","530","LTA-FEAT-015","exact","2","0","linked"
"بحيرة أم ملفاع","531","","unmatched","0","0","no_attraction_record"
"بحيرة احجارة","532","","unmatched","0","0","no_attraction_record"
"بحيرة البحر الدوني","533","","unmatched","0","0","no_attraction_record"
"بحيرة البحير","534","","unmatched","0","0","no_attraction_record"
"بحيرة العامرة","535","","unmatched","0","0","no_attraction_record"
"بحيرة العرايشة","536","","unmatched","0","0","no_attraction_record"
"بحيرة العرجة","537","","unmatched","0","0","no_attraction_record"
"بحيرة العنبة","538","","unmatched","0","0","no_attraction_record"
"بحيرة العيون","539","","unmatched","0","0","no_attraction_record"
"بحيرة العيون","540","","unmatched","0","0","no_attraction_record"
"بحيرة الفريدغة","541","","unmatched","0","0","no_attraction_record"
"بحيرة الفريدغة","542","","unmatched","0","0","no_attraction_record"
"بحيرة المجدوب","543","","unmatched","0","0","no_attraction_record"
"بحيرة الملح","544","","unmatched","0","0","no_attraction_record"
"بحيرة الملفا","545","","unmatched","0","0","no_attraction_record"
"بحيرة بزيمة","546","","unmatched","0","0","no_attraction_record"
"بحيرة بزيمة","547","","unmatched","0","0","no_attraction_record"
"بحيرة بن عتي","548","","unmatched","0","0","no_attraction_record"
"بحيرة بوحميرة","549","","unmatched","0","0","no_attraction_record"
"بحيرة بوقصيبة","550","","unmatched","0","0","no_attraction_record"
"بحيرة تامزيا","551","","unmatched","0","0","no_attraction_record"
"بحيرة تدكما","552","","unmatched","0","0","no_attraction_record"
"بحيرة تمزيز","553","","unmatched","0","0","no_attraction_record"
"بحيرة تمسة","554","","unmatched","0","0","no_attraction_record"
"بحيرة تنقرزان","555","","unmatched","0","0","no_attraction_record"
"بحيرة ربيانة","556","","unmatched","0","0","no_attraction_record"
"بحيرة شمال بنغازي","557","","unmatched","0","0","no_attraction_record"
"بحيرة طرابلس","558","","unmatched","0","0","no_attraction_record"
"بحيرة طرونة","559","LTA-FEAT-016","exact","2","1","linked"
"بحيرة قبر عون","560","LTA-FEAT-001","exact","3","0","linked"
"بحيرة لغلغ","561","","unmatched","0","0","no_attraction_record"
"بحيرة لغلغ","562","","unmatched","0","0","no_attraction_record"
"بحيرة مافو","563","LTA-FEAT-021","exact","1","0","linked"
"بحيرة محروقة","564","","unmatched","0","0","no_attraction_record"
"بحيرة مندرة","565","","unmatched","0","0","no_attraction_record"
"بحيرة نشنوشة","566","","unmatched","0","0","no_attraction_record"
"حديقة بحيرة بنغازي","567","","unmatched","0","0","no_attraction_record"
"فوار البحيرة","568","","unmatched","0","0","no_attraction_record"
"مدخل بحيرة مجزم","569","","unmatched","0","0","no_attraction_record"
"نزل سمرقند","570","","unmatched","0","0","no_attraction_record"
"نزل طرابلس الحديث","571","","unmatched","0","0","no_attraction_record"
"واو الناموس","572","LTA-FEAT-002","exact","7","0","linked"
"البرك","573","","unmatched","0","0","no_attraction_record"
"البلطة","574","","unmatched","0","0","no_attraction_record"
"برك نوطة","575","","unmatched","0","0","no_attraction_record"
"برك نوطة","576","","unmatched","0","0","no_attraction_record"
"بركة الحصان","577","","unmatched","0","0","no_attraction_record"
"بركة الغريق","578","","unmatched","0","0","no_attraction_record"
"بركة ناصر","579","","unmatched","0","0","no_attraction_record"
"بلط ازلاق","580","","unmatched","0","0","no_attraction_record"
"بلط الزمارير","581","","unmatched","0","0","no_attraction_record"
"بلط محرز","582","","unmatched","0","0","no_attraction_record"
"صنم مسوجي أو مسلة غدير الدهب","583","","unmatched","0","0","no_attraction_record"
"غدير الدهب","584","","unmatched","0","0","no_attraction_record"
"غدير الذهب","585","","unmatched","0","0","no_attraction_record"
"غدير بوشوشة","586","","unmatched","0","0","no_attraction_record"
"قلتة","587","","unmatched","0","0","no_attraction_record"
"قلتة الحمار","588","","unmatched","0","0","no_attraction_record"
"قلتة انتريكي","589","","unmatched","0","0","no_attraction_record"
"قلتة تيبستين","590","","unmatched","0","0","no_attraction_record"
"قلتة تين أمتيلي","591","","unmatched","0","0","no_attraction_record"
"قلتة تين تراريت","592","","unmatched","0","0","no_attraction_record"
"السبخة الكبيرة","593","","unmatched","0","0","no_attraction_record"
"سبخة","594","","unmatched","0","0","no_attraction_record"
"سبخة أم العزم","595","","unmatched","0","0","no_attraction_record"
"سبخة أم القنديل","596","","unmatched","0","0","no_attraction_record"
"سبخة أم سيد","597","","unmatched","0","0","no_attraction_record"
"سبخة البدين","598","","unmatched","0","0","no_attraction_record"
"سبخة البريقة","599","","unmatched","0","0","no_attraction_record"
"سبخة الحفيرة","600","","unmatched","0","0","no_attraction_record"
"سبخة الحنية","601","","unmatched","0","0","no_attraction_record"
"سبخة الدليسي","602","","unmatched","0","0","no_attraction_record"
"سبخة الرفراف","603","","unmatched","0","0","no_attraction_record"
"سبخة السلاوي","604","","unmatched","0","0","no_attraction_record"
"سبخة الشقوة","605","","unmatched","0","0","no_attraction_record"
"سبخة الطرفية","606","","unmatched","0","0","no_attraction_record"
"سبخة العقلا","607","","unmatched","0","0","no_attraction_record"
"سبخة العين الزرقاء","608","","unmatched","0","0","no_attraction_record"
"سبخة الغزايا","609","","unmatched","0","0","no_attraction_record"
"سبخة الغزيل أو معطن الجارف","610","","unmatched","0","0","no_attraction_record"
"سبخة الكوز","611","","unmatched","0","0","no_attraction_record"
"سبخة الملاحة","612","","unmatched","0","0","no_attraction_record"
"سبخة الملح","613","","unmatched","0","0","no_attraction_record"
"سبخة الملح","614","","unmatched","0","0","no_attraction_record"
"سبخة المنقوب","615","","unmatched","0","0","no_attraction_record"
"سبخة المويلح","616","","unmatched","0","0","no_attraction_record"
"سبخة الهلالية","617","","unmatched","0","0","no_attraction_record"
"سبخة الهيرة","618","","unmatched","0","0","no_attraction_record"
"سبخة الهيشة","619","","unmatched","0","0","no_attraction_record"
"سبخة بوجيرة","620","","unmatched","0","0","no_attraction_record"
"سبخة جليانا","621","","unmatched","0","0","no_attraction_record"
"سبخة حفرة الملح","622","","unmatched","0","0","no_attraction_record"
"سبخة رأس التين","623","","unmatched","0","0","no_attraction_record"
"سبخة رملة زقوط","624","","unmatched","0","0","no_attraction_record"
"سبخة زويلة","625","","unmatched","0","0","no_attraction_record"
"سبخة سلطان","626","","unmatched","0","0","no_attraction_record"
"سبخة سلطان أو النعم","627","","unmatched","0","0","no_attraction_record"
"سبخة قصر حمد","628","","unmatched","0","0","no_attraction_record"
"سبخة قنفودة","629","","unmatched","0","0","no_attraction_record"
"سبخة كركورة","630","","unmatched","0","0","no_attraction_record"
"سبخة كركورة","631","","unmatched","0","0","no_attraction_record"
"سبخة مرزق","632","","unmatched","0","0","no_attraction_record"
"سبخة مسقوين","633","","unmatched","0","0","no_attraction_record"
"باب الجديد","634","","unmatched","0","0","no_attraction_record"
"باب زناتة","635","","unmatched","0","0","no_attraction_record"
"سد","636","","unmatched","0","0","no_attraction_record"
"سد","637","","unmatched","0","0","no_attraction_record"
"سد الدرعاني","638","","unmatched","0","0","no_attraction_record"
"سد الشياب","639","","unmatched","0","0","no_attraction_record"
"سد الهيشة","640","","unmatched","0","0","no_attraction_record"
"سد روماني","641","","unmatched","0","0","no_attraction_record"
"سد غبين","642","","unmatched","0","0","no_attraction_record"
"سد وادي اسلان","643","","unmatched","0","0","no_attraction_record"
"سد وادي الشواعر","644","","unmatched","0","0","no_attraction_record"
"سد وادي العقربان","645","","unmatched","0","0","no_attraction_record"
"سد وادي القطارة","646","","unmatched","0","0","no_attraction_record"
"سد وادي القطارة","647","","unmatched","0","0","no_attraction_record"
"سد وادي القطارة","648","","unmatched","0","0","no_attraction_record"
"سد وادي المجينين","649","","unmatched","0","0","no_attraction_record"
"سد وادي الوشكة","650","LTA-FEAT-007","exact","0","0","matched_without_local_image"
"سد وادي بن جواد","651","","unmatched","0","0","no_attraction_record"
"سد وادي درنة","652","","unmatched","0","0","no_attraction_record"
"سد وادي زارت","653","","unmatched","0","0","no_attraction_record"
"سد وادي زازا","654","","unmatched","0","0","no_attraction_record"
"سد وادي غان","655","","unmatched","0","0","no_attraction_record"
"سد وادي فاسات","656","","unmatched","0","0","no_attraction_record"
"سد وادي كعام","657","LTA-FEAT-006","exact","0","0","matched_without_local_image"
"سد وادي لبدة","658","","unmatched","0","0","no_attraction_record"
"سد وادي محجة","659","","unmatched","0","0","no_attraction_record"
"سد واي التوت","660","","unmatched","0","0","no_attraction_record"
"وادي جازا أو زازا","661","","unmatched","0","0","no_attraction_record"
"الكنيسة الايطالية","662","","unmatched","0","0","no_attraction_record"
"بحيرة عين الزيانة","663","","unmatched","0","0","no_attraction_record"
"بحيرة عين الفطايم","664","","unmatched","0","0","no_attraction_record"
"بحيرة عين اليبرة","665","","unmatched","0","0","no_attraction_record"
"حرم عين الحفرة","666","","unmatched","0","0","no_attraction_record"
"خليج بمبة","667","","unmatched","0","0","no_attraction_record"
"رأس عين الغزالة","668","","unmatched","0","0","no_attraction_record"
"سبخة عين الحنية","669","","unmatched","0","0","no_attraction_record"
"سبخة عين القدر","670","","unmatched","0","0","no_attraction_record"
"عين أم اقبيبة","671","","unmatched","0","0","no_attraction_record"
"عين أم الخروب","672","","unmatched","0","0","no_attraction_record"
"عين أم الرمان","673","","unmatched","0","0","no_attraction_record"
"عين أم الصفصاف","674","","unmatched","0","0","no_attraction_record"
"عين أم العبد","675","","unmatched","0","0","no_attraction_record"
"عين أم العبد","676","","unmatched","0","0","no_attraction_record"
"عين أم القرب","677","","unmatched","0","0","no_attraction_record"
"عين أم المصابيح","678","","unmatched","0","0","no_attraction_record"
"عين أم المهاس","679","","unmatched","0","0","no_attraction_record"
"عين ادبير","680","","unmatched","0","0","no_attraction_record"
"عين استوة","681","","unmatched","0","0","no_attraction_record"
"عين اسدندو","682","","unmatched","0","0","no_attraction_record"
"عين الأزاهرة","683","","unmatched","0","0","no_attraction_record"
"عين الانجيل","684","","unmatched","0","0","no_attraction_record"
"عين البراكي","685","","unmatched","0","0","no_attraction_record"
"عين البراهمة","686","","unmatched","0","0","no_attraction_record"
"عين البقة","687","","unmatched","0","0","no_attraction_record"
"عين البقرة","688","","unmatched","0","0","no_attraction_record"
"عين البلنج","689","","unmatched","0","0","no_attraction_record"
"عين البليعة","690","","unmatched","0","0","no_attraction_record"
"عين البنت","691","","unmatched","0","0","no_attraction_record"
"عين البنية","692","","unmatched","0","0","no_attraction_record"
"عين البيرة اولاد مسعود","693","","unmatched","0","0","no_attraction_record"
"عين الترك او عين بسيس","694","","unmatched","0","0","no_attraction_record"
"عين التميمي","695","","unmatched","0","0","no_attraction_record"
"عين الجبالية الصغيرة","696","","unmatched","0","0","no_attraction_record"
"عين الجرم","697","","unmatched","0","0","no_attraction_record"
"عين الجرم","698","","unmatched","0","0","no_attraction_record"
"عين الجفر","699","","unmatched","0","0","no_attraction_record"
"عين الحاسة","700","","unmatched","0","0","no_attraction_record"
"عين الحدادية","701","","unmatched","0","0","no_attraction_record"
"عين الحطيبة","702","","unmatched","0","0","no_attraction_record"
"عين الحفرة","703","","unmatched","0","0","no_attraction_record"
"عين الحلوفة","704","","unmatched","0","0","no_attraction_record"
"عين الحليب","705","","unmatched","0","0","no_attraction_record"
"عين الحمام","706","","unmatched","0","0","no_attraction_record"
"عين الحيس","707","","unmatched","0","0","no_attraction_record"
"عين الخنجاري","708","","unmatched","0","0","no_attraction_record"
"عين الدبوسية","709","LTA-FEAT-004","exact","2","0","linked"
"عين الدبوسية","710","LTA-FEAT-004","exact","2","0","linked"
"عين الدرسية","711","","unmatched","0","0","no_attraction_record"
"عين الدودة","712","","unmatched","0","0","no_attraction_record"
"عين الرابطة","713","","unmatched","0","0","no_attraction_record"
"عين الربيبة","714","","unmatched","0","0","no_attraction_record"
"عين الرقراق","715","","unmatched","0","0","no_attraction_record"
"عين الرومية","716","","unmatched","0","0","no_attraction_record"
"عين الزائر","717","","unmatched","0","0","no_attraction_record"
"عين الزاوية أو عين الكبريت","718","","unmatched","0","0","no_attraction_record"
"عين الزرقاء أو عين أم اقديح","719","","unmatched","0","0","no_attraction_record"
"عين السمان","720","","unmatched","0","0","no_attraction_record"
"عين السيبانة","721","","unmatched","0","0","no_attraction_record"
"عين الشب","722","","unmatched","0","0","no_attraction_record"
"عين الشرشارة","723","","unmatched","0","0","no_attraction_record"
"عين الشرشارة أولاد عزيز","724","","unmatched","0","0","no_attraction_record"
"عين الشقيقة","725","","unmatched","0","0","no_attraction_record"
"عين الشيصو","726","","unmatched","0","0","no_attraction_record"
"عين الطراطيش","727","","unmatched","0","0","no_attraction_record"
"عين الطرشان","728","","unmatched","0","0","no_attraction_record"
"عين العليمة","729","","unmatched","0","0","no_attraction_record"
"عين العودل","730","","unmatched","0","0","no_attraction_record"
"عين العوينية","731","","unmatched","0","0","no_attraction_record"
"عين العين","732","","unmatched","0","0","no_attraction_record"
"عين الغزال","733","","unmatched","0","0","no_attraction_record"
"عين الغزال","734","","unmatched","0","0","no_attraction_record"
"عين الغزالة","735","","unmatched","0","0","no_attraction_record"
"عين الغزايا","736","","unmatched","0","0","no_attraction_record"
"عين الفرس","737","LTA-FEAT-009","exact","0","0","matched_without_local_image"
"عين الفروة","738","","unmatched","0","0","no_attraction_record"
"عين الفقار ، سوكنة","739","","unmatched","0","0","no_attraction_record"
"عين القبة","740","","unmatched","0","0","no_attraction_record"
"عين القصر","741","","unmatched","0","0","no_attraction_record"
"عين القلعة","742","","unmatched","0","0","no_attraction_record"
"عين القلمام","743","","unmatched","0","0","no_attraction_record"
"عين القليتة","744","","unmatched","0","0","no_attraction_record"
"عين الكرمة","745","","unmatched","0","0","no_attraction_record"
"عين المطر","746","","unmatched","0","0","no_attraction_record"
"عين المطير","747","","unmatched","0","0","no_attraction_record"
"عين المغموم","748","","unmatched","0","0","no_attraction_record"
"عين الملفا","749","","unmatched","0","0","no_attraction_record"
"عين الملكة","750","","unmatched","0","0","no_attraction_record"
"عين النادوة","751","","unmatched","0","0","no_attraction_record"
"عين الوحش","752","","unmatched","0","0","no_attraction_record"
"عين اليهودي","753","","unmatched","0","0","no_attraction_record"
"عين ام الحية","754","","unmatched","0","0","no_attraction_record"
"عين ام الدود","755","","unmatched","0","0","no_attraction_record"
"عين ام الصيادة","756","","unmatched","0","0","no_attraction_record"
"عين ام القبيبة","757","","unmatched","0","0","no_attraction_record"
"عين ام الناموس","758","","unmatched","0","0","no_attraction_record"
"عين انتاله","759","","unmatched","0","0","no_attraction_record"
"عين انجيلة","760","","unmatched","0","0","no_attraction_record"
"عين بانون","761","","unmatched","0","0","no_attraction_record"
"عين براك","762","","unmatched","0","0","no_attraction_record"
"عين بن حمو","763","","unmatched","0","0","no_attraction_record"
"عين بوشمال","764","","unmatched","0","0","no_attraction_record"
"عين بوعياد","765","","unmatched","0","0","no_attraction_record"
"عين تاقنيت","766","","unmatched","0","0","no_attraction_record"
"عين تالة","767","","unmatched","0","0","no_attraction_record"
"عين تامديت","768","","unmatched","0","0","no_attraction_record"
"عين تانوت قطرس","769","","unmatched","0","0","no_attraction_record"
"عين تاورغاء","770","","unmatched","0","0","no_attraction_record"
"عين تموقط","771","","unmatched","0","0","no_attraction_record"
"عين تونين","772","","unmatched","0","0","no_attraction_record"
"عين تيرست","773","","unmatched","0","0","no_attraction_record"
"عين جبارة","774","","unmatched","0","0","no_attraction_record"
"عين حبون","775","","unmatched","0","0","no_attraction_record"
"عين حمد","776","","unmatched","0","0","no_attraction_record"
"عين حمد","777","","unmatched","0","0","no_attraction_record"
"عين حوار","778","","unmatched","0","0","no_attraction_record"
"عين حيسان","779","","unmatched","0","0","no_attraction_record"
"عين خميم","780","","unmatched","0","0","no_attraction_record"
"عين دباس","781","","unmatched","0","0","no_attraction_record"
"عين دريلة","782","","unmatched","0","0","no_attraction_record"
"عين دقيجة","783","","unmatched","0","0","no_attraction_record"
"عين دنون","784","","unmatched","0","0","no_attraction_record"
"عين دوا أو عين كازيط","785","","unmatched","0","0","no_attraction_record"
"عين دوغا","786","","unmatched","0","0","no_attraction_record"
"عين رأس الحليب","787","","unmatched","0","0","no_attraction_record"
"عين رأس الهلال","788","","unmatched","0","0","no_attraction_record"
"عين رامي","789","","unmatched","0","0","no_attraction_record"
"عين زواغة","790","","unmatched","0","0","no_attraction_record"
"عين زوية","791","","unmatched","0","0","no_attraction_record"
"عين زيانة","792","","unmatched","0","0","no_attraction_record"
"عين سباق","793","","unmatched","0","0","no_attraction_record"
"عين سرسرة","794","","unmatched","0","0","no_attraction_record"
"عين سيار","795","","unmatched","0","0","no_attraction_record"
"عين سيدي محمد","796","","unmatched","0","0","no_attraction_record"
"عين شعيب","797","","unmatched","0","0","no_attraction_record"
"عين شوشان","798","","unmatched","0","0","no_attraction_record"
"عين صالحة أو عين الشلالة","799","","unmatched","0","0","no_attraction_record"
"عين عرق فاطمة","800","","unmatched","0","0","no_attraction_record"
"عين غريبة","801","","unmatched","0","0","no_attraction_record"
"عين فاسات","802","","unmatched","0","0","no_attraction_record"
"عين فرانسا","803","","unmatched","0","0","no_attraction_record"
"عين قاو","804","","unmatched","0","0","no_attraction_record"
"عين قطة","805","","unmatched","0","0","no_attraction_record"
"عين قلو","806","","unmatched","0","0","no_attraction_record"
"عين كرسة","807","","unmatched","0","0","no_attraction_record"
"عين كعام","808","","unmatched","0","0","no_attraction_record"
"عين لالي","809","","unmatched","0","0","no_attraction_record"
"عين ماء","810","","unmatched","0","0","no_attraction_record"
"عين ماء","811","","unmatched","0","0","no_attraction_record"
"عين مارا","812","","unmatched","0","0","no_attraction_record"
"عين متلالة","813","","unmatched","0","0","no_attraction_record"
"عين مدوين","814","","unmatched","0","0","no_attraction_record"
"عين مرزاق","815","","unmatched","0","0","no_attraction_record"
"عين مرقص","816","","unmatched","0","0","no_attraction_record"
"عين مزراق","817","","unmatched","0","0","no_attraction_record"
"عين مزيتن","818","","unmatched","0","0","no_attraction_record"
"عين مسة","819","","unmatched","0","0","no_attraction_record"
"عين مسلغين","820","","unmatched","0","0","no_attraction_record"
"عين مغار","821","","unmatched","0","0","no_attraction_record"
"عين مقه","822","","unmatched","0","0","no_attraction_record"
"عين مور","823","","unmatched","0","0","no_attraction_record"
"عين مياه طبيعية (بقيرة)","824","","unmatched","0","0","no_attraction_record"
"عين ميمونة","825","","unmatched","0","0","no_attraction_record"
"عين ناز","826","","unmatched","0","0","no_attraction_record"
"عين وردمة","827","","unmatched","0","0","no_attraction_record"
"عين ويف","828","","unmatched","0","0","no_attraction_record"
"عين ويف","829","","unmatched","0","0","no_attraction_record"
"غابة عين الزاوية","830","","unmatched","0","0","no_attraction_record"
"غار تفوشيت","831","","unmatched","0","0","no_attraction_record"
"قلعة ام العبيد","832","","unmatched","0","0","no_attraction_record"
"محمية الهيشة","833","","unmatched","0","0","no_attraction_record"
"مستشفى عين مارة","834","","unmatched","0","0","no_attraction_record"
"منتزه الشرشارة الوطني","835","","unmatched","0","0","no_attraction_record"
"منطقة عين ويف","836","","unmatched","0","0","no_attraction_record"
"نبع أبولو","837","LTA-FEAT-012","exact","0","0","matched_without_local_image"
"نبع فوار الخادم","838","","unmatched","0","0","no_attraction_record"
"نبع ماء","839","","unmatched","0","0","no_attraction_record"
"أمانج","840","","unmatched","0","0","no_attraction_record"
"الحمام التركي","841","","unmatched","0","0","no_attraction_record"
"الحمامات الأغريقية","842","","unmatched","0","0","no_attraction_record"
"الحمامات الشرقية","843","","unmatched","0","0","no_attraction_record"
"الحمامات العامة","844","","unmatched","0","0","no_attraction_record"
"الحمامة","845","","unmatched","0","0","no_attraction_record"
"الحمامة","846","","unmatched","0","0","no_attraction_record"
"الفوار","847","","unmatched","0","0","no_attraction_record"
"الفوار الكبريتي","848","","unmatched","0","0","no_attraction_record"
"جزيرة المعيقل أو الحمام - بسيس","849","","unmatched","0","0","no_attraction_record"
"حقفة الحمام","850","","unmatched","0","0","no_attraction_record"
"حقفة الحمام","851","","unmatched","0","0","no_attraction_record"
"حقفة الحمام","852","","unmatched","0","0","no_attraction_record"
"حمام البئر الساخن","853","","unmatched","0","0","no_attraction_record"
"حمام الجبيبينة العسة","854","","unmatched","0","0","no_attraction_record"
"حمام الزلفة نينا","855","","unmatched","0","0","no_attraction_record"
"حمام العجيلات","856","","unmatched","0","0","no_attraction_record"
"حمام العجيلات السياحي","857","","unmatched","0","0","no_attraction_record"
"حمام العسة الكبريتي","858","","unmatched","0","0","no_attraction_record"
"حمام النسي","859","","unmatched","0","0","no_attraction_record"
"حمام بدر","860","","unmatched","0","0","no_attraction_record"
"حمام بدر الكبريتي","861","","unmatched","0","0","no_attraction_record"
"حمام درغوث","862","","unmatched","0","0","no_attraction_record"
"حمامات السود","863","","unmatched","0","0","no_attraction_record"
"حمامات الصيد","864","","unmatched","0","0","no_attraction_record"
"حمامات المسرح","865","","unmatched","0","0","no_attraction_record"
"حمامات اوقيانوس","866","","unmatched","0","0","no_attraction_record"
"حمامات على البحر","867","","unmatched","0","0","no_attraction_record"
"حمامات غير مكتملة","868","","unmatched","0","0","no_attraction_record"
"حمامات هادريان","869","","unmatched","0","0","no_attraction_record"
"رأس الحمام","870","","unmatched","0","0","no_attraction_record"
"رأس الحمام","871","","unmatched","0","0","no_attraction_record"
"رأس الحمامة","872","","unmatched","0","0","no_attraction_record"
"فوار الاتحادية","873","","unmatched","0","0","no_attraction_record"
"فوار البحيرة","874","","unmatched","0","0","no_attraction_record"
"فوار البنية","875","","unmatched","0","0","no_attraction_record"
"فوار البنيه","876","","unmatched","0","0","no_attraction_record"
"فوار البويرات","877","","unmatched","0","0","no_attraction_record"
"فوار البويرات","878","","unmatched","0","0","no_attraction_record"
"فوار التلاويط","879","","unmatched","0","0","no_attraction_record"
"فوار التلاويط","880","","unmatched","0","0","no_attraction_record"
"فوار الحاشي","881","","unmatched","0","0","no_attraction_record"
"فوار الحشادية","882","","unmatched","0","0","no_attraction_record"
"فوار الخادم","883","","unmatched","0","0","no_attraction_record"
"فوار السباخ","884","","unmatched","0","0","no_attraction_record"
